pdb,resolution,year,affinity_raw,affinity_M,affinity_type,pKd,pocket_pdb,rna_pdb,lig_sdf,lig_mol2,n_rna_atoms,n_lig_atoms,rna_C,rna_N,rna_O,rna_P,rna_S,lig_C,lig_N,lig_O,lig_S,lig_F,lig_Cl,lig_Br,lig_I,lig_P,mol_weight,n_rings,n_hbd,n_hba,n_rot_bonds,tpsa,pocket_file,ligand_sdf,ligand_mol2,subtype,rs_subclass
6j2w,NMR,2019,Kd=1.4uM,1.4e-06,KD,5.8539,/home/stalin/Desktop/PDFL-RNA/NA-L/6j2w/6j2w_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6j2w/6j2w_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6j2w/6j2w_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6j2w/6j2w_ligand.mol2,511,28,155,67,96,16,0,20,1,6,0,0,1,0,0,0,401.8020000000003,3.0,1.0,6.0,5.0,118.59,/home/stalin/Desktop/PDFL-RNA/NA-L/6j2w/6j2w_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6j2w/6j2w_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6j2w/6j2w_ligand.mol2,other_misc,other_lig
6e8t,2.90,2019,Kd=1.7nM,1.7e-09,KD,8.7696,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8t/6e8t_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8t/6e8t_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8t/6e8t_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8t/6e8t_ligand.mol2,907,25,269,107,203,28,0,21,2,1,1,0,0,0,0,0,347.4630000000002,4.0,0.0,3.0,3.0,24.19,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8t/6e8t_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8t/6e8t_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8t/6e8t_ligand.mol2,aptamer,other_lig
6qn3,2.30,2019,Kd=190uM,0.0001899999999999,KD,3.7212,/home/stalin/Desktop/PDFL-RNA/NA-L/6qn3/6qn3_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6qn3/6qn3_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6qn3/6qn3_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6qn3/6qn3_ligand.mol2,692,10,203,88,150,20,0,5,2,3,0,0,0,0,0,0,146.14600000000002,0.0,2.0,3.0,4.0,110.86,/home/stalin/Desktop/PDFL-RNA/NA-L/6qn3/6qn3_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6qn3/6qn3_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6qn3/6qn3_ligand.mol2,riboswitch,other_lig
6e8s,2.35,2019,Kd=2.3nM,2.3e-09,KD,8.6383,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8s/6e8s_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8s/6e8s_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8s/6e8s_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8s/6e8s_ligand.mol2,1057,29,309,126,228,31,0,23,3,2,1,0,0,0,0,0,406.5310000000002,4.0,1.0,4.0,6.0,45.45,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8s/6e8s_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8s/6e8s_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8s/6e8s_ligand.mol2,aptamer,other_lig
6hmo,NMR,2019,Kd=28uM,2.8e-05,KD,4.5528,/home/stalin/Desktop/PDFL-RNA/NA-L/6hmo/6hmo_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6hmo/6hmo_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6hmo/6hmo_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6hmo/6hmo_ligand.mol2,447,29,133,52,97,13,0,21,6,1,0,1,0,0,0,0,393.4460000000004,5.0,1.0,4.0,2.0,59.35000000000001,/home/stalin/Desktop/PDFL-RNA/NA-L/6hmo/6hmo_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6hmo/6hmo_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6hmo/6hmo_ligand.mol2,other_misc,other_lig
6hag,NMR,2019,Kd=3.7uM,3.7e-06,KD,5.4318,/home/stalin/Desktop/PDFL-RNA/NA-L/6hag/6hag_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6hag/6hag_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6hag/6hag_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6hag/6hag_ligand.mol2,709,26,210,86,152,22,0,14,6,5,1,0,0,0,0,0,384.4180000000002,3.0,4.0,10.0,7.0,187.08,/home/stalin/Desktop/PDFL-RNA/NA-L/6hag/6hag_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6hag/6hag_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6hag/6hag_ligand.mol2,riboswitch,SAM_SAH
6p2h,2.80,2019,Kd=34nM,3.4e-08,KD,7.4685,/home/stalin/Desktop/PDFL-RNA/NA-L/6p2h/6p2h_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6p2h/6p2h_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6p2h/6p2h_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6p2h/6p2h_ligand.mol2,808,19,216,100,162,23,0,10,5,4,0,0,0,0,0,0,267.245,3.0,4.0,7.0,2.0,139.28000000000003,/home/stalin/Desktop/PDFL-RNA/NA-L/6p2h/6p2h_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6p2h/6p2h_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6p2h/6p2h_ligand.mol2,other_misc,other_lig
6jj0,NMR,2019,Kd=36nM,3.6000000000000005e-08,KD,7.4437,/home/stalin/Desktop/PDFL-RNA/NA-L/6jj0/6jj0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6jj0/6jj0_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6jj0/6jj0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6jj0/6jj0_ligand.mol2,521,31,160,71,95,15,0,28,3,0,0,0,0,0,0,0,403.5290000000002,5.0,1.0,0.0,4.0,23.55,/home/stalin/Desktop/PDFL-RNA/NA-L/6jj0/6jj0_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6jj0/6jj0_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6jj0/6jj0_ligand.mol2,g_quadruplex,other_lig
6e81,2.72,2019,Kd=3uM,3e-06,KD,5.5229,/home/stalin/Desktop/PDFL-RNA/NA-L/6e81/6e81_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e81/6e81_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e81/6e81_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e81/6e81_ligand.mol2,465,20,138,64,96,14,0,17,2,0,1,0,0,0,0,0,283.4200000000001,3.0,0.0,2.0,2.0,7.12,/home/stalin/Desktop/PDFL-RNA/NA-L/6e81/6e81_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e81/6e81_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e81/6e81_ligand.mol2,aptamer,other_lig
6e8u,1.55,2019,Kd=4.6nM,4.6e-09,KD,8.3372,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8u/6e8u_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8u/6e8u_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8u/6e8u_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8u/6e8u_ligand.mol2,788,52,213,89,226,22,0,38,6,6,2,0,0,0,0,0,749.9800000000004,6.0,4.0,9.0,20.0,134.14,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8u/6e8u_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8u/6e8u_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6e8u/6e8u_ligand.mol2,aptamer,other_lig
6hbt,1.66,2019,Kd=4.7uM,4.7e-06,KD,5.3279,/home/stalin/Desktop/PDFL-RNA/NA-L/6hbt/6hbt_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6hbt/6hbt_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6hbt/6hbt_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6hbt/6hbt_ligand.mol2,335,12,96,42,77,10,0,6,6,0,0,0,0,0,0,0,174.25199999999998,0.0,6.0,0.0,5.0,127.28,/home/stalin/Desktop/PDFL-RNA/NA-L/6hbt/6hbt_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6hbt/6hbt_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6hbt/6hbt_ligand.mol2,duplex_groove,other_lig
6sx3,NMR,2019,Kd=7uM,7e-06,KD,5.1549,/home/stalin/Desktop/PDFL-RNA/NA-L/6sx3/6sx3_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6sx3/6sx3_nucleic_acid.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6sx3/6sx3_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6sx3/6sx3_ligand.mol2,709,34,216,102,126,22,0,27,5,2,0,0,0,0,0,0,449.5140000000003,5.0,2.0,3.0,4.0,78.85,/home/stalin/Desktop/PDFL-RNA/NA-L/6sx3/6sx3_pocket.pdb,/home/stalin/Desktop/PDFL-RNA/NA-L/6sx3/6sx3_ligand.sdf,/home/stalin/Desktop/PDFL-RNA/NA-L/6sx3/6sx3_ligand.mol2,other_misc,other_lig
